id,loss
4,1471.0864
6,1809.7019
9,8716.069
12,5433.356
15,780.14
17,2258.713
21,2177.472
28,756.53217
32,2352.8271
43,2895.1047
46,2547.8574
50,946.30035
54,1269.8489
62,1915.3347
70,2181.0923
71,4971.37
75,1985.6031
77,2199.027
81,2330.5632
83,2206.5203
87,1867.9353
97,1478.1376
103,1222.9476
119,1068.372
120,1671.1886
127,900.6153
138,3787.4294
141,3035.3027
148,563.1533
150,2366.7214
151,1985.5662
158,1455.181
160,6298.4346
165,2525.6587
168,3401.025
169,3395.9753
177,2539.5005
178,3207.056
184,1882.1135
194,8555.771
198,1612.4237
203,3696.844
211,2288.1653
217,1191.6738
219,1273.2103
221,3888.3323
227,1562.9354
230,1405.1583
235,1875.1469
240,693.5616
243,2889.2063
249,6602.182
253,2691.6755
258,1350.693
261,1576.1914
263,3360.4082
264,2216.1145
265,4388.964
268,1598.279
271,1108.8855
274,5467.527
275,656.72546
279,1508.8805
282,1446.1836
286,2906.411
288,1135.3779
294,2248.2683
296,984.0455
297,1420.6248
300,766.6978
303,8251.54
314,1121.9434
315,4280.2017
321,2157.4258
323,4220.906
330,3947.0305
341,1833.602
342,3372.084
352,1607.6968
353,3611.441
360,4515.606
361,1972.3506
362,3642.165
366,1291.501
372,3340.0369
376,2633.9158
377,2191.0713
379,1578.2703
380,3715.74
387,1661.9227
392,1889.6674
394,8890.233
395,1517.5204
397,1457.6157
407,4871.186
411,7460.299
416,2426.1401
417,1473.564
419,3601.446
428,5034.559
431,1656.2394
436,6242.4805
438,1541.2135
445,6274.083
446,6160.405
455,1238.9368
456,1198.4219
461,890.81616
463,1764.9528
464,3755.3723
466,1535.0563
467,1343.5635
470,1241.791
475,1468.4618
482,2851.4246
490,3094.0264
496,1633.8579
497,4018.8455
508,2648.8623
510,1748.9479
512,1644.3514
513,3001.8062
523,1701.4152
531,4712.238
532,2148.5845
533,1383.6168
537,1141.332
544,4611.3213
547,2670.3862
556,7256.959
565,1266.596
566,1077.6194
571,1411.6956
573,1363.6423
574,868.94025
581,1930.2437
585,1903.6638
589,1947.0143
597,1591.5326
601,3607.0764
602,1647.0854
613,1521.8922
616,1366.7513
619,2229.4727
622,2023.6904
623,1730.393
629,1507.5795
634,1418.3545
638,930.8443
642,990.59845
643,1847.7012
645,957.80664
648,5917.949
652,1250.5415
664,1012.0884
666,2192.5042
672,918.83124
676,1860.016
678,3535.724
682,1809.462
686,2858.9807
688,1965.9872
689,1309.1396
690,1620.8455
692,8475.074
695,1448.5308
697,3606.7495
698,1860.1561
706,2420.8647
708,1461.6045
712,2762.5703
715,4315.08
717,1318.4426
725,3099.44
729,1066.2615
737,1368.381
739,5422.3506
747,3410.8052
753,2367.4155
758,1974.4104
759,1923.219
763,1409.2051
773,4365.129
774,2011.3994
776,1462.2667
788,3121.1047
790,2310.599
794,1042.4564
801,2394.9758
802,1497.4924
805,1260.2493
809,4609.2725
812,1505.6118
825,2232.7388
828,2168.9775
830,1509.095
833,1085.0122
850,5290.563
852,6218.0127
862,1289.1346
863,1336.9623
864,1378.8339
865,3233.9976
868,5708.0483
872,1473.4221
879,5210.528
880,1419.0486
883,1236.5405
886,1451.9019
923,1662.109
924,1446.367
932,1447.6835
945,5268.8965
947,6543.717
948,2195.7349
955,2713.7556
963,4100.596
979,1339.1962
989,1380.1106
994,2922.4424
995,1604.7886
998,1303.6902
1000,3788.9033
1018,1509.1554
1019,1776.4458
1028,1528.361
1034,1237.4436
1038,1505.6462
1040,1380.5148
1042,1271.8893
1057,6301.126
1058,2020.9941
1063,1007.5871
1066,4130.9336
1071,3867.688
1073,4627.6216
1074,2699.726
1077,2864.3953
1080,8918.095
1088,856.29175
1096,773.05084
1097,10301.351
1105,5152.024
1115,1711.9524
1116,2775.0442
1122,2494.015
1130,4532.7607
1133,948.3783
1137,1856.045
1140,1975.6771
1143,7642.9126
1149,5110.3022
1150,844.86694
1153,769.74884
1157,646.0268
1180,656.6049
1183,815.814
1188,1562.8833
1193,1021.59906
1200,766.31366
1209,3724.9504
1214,1843.774
1219,2013.9686
1223,5759.8
1227,816.40594
1228,1419.9218
1229,4170.9473
1233,964.38165
1238,5083.844
1239,1706.2688
1241,3223.805
1243,1790.9797
1244,1192.3877
1245,3492.1929
1277,3961.9158
1279,3247.166
1292,9699.481
1293,1358.0947
1299,8944.516
1304,2759.8804
1313,3278.5723
1328,2284.977
1330,889.70184
1334,1473.5176
1335,1241.9806
1336,5154.122
1341,957.73865
1344,1074.135
1351,901.95575
1352,2593.051
1354,1427.7301
1368,4060.8782
1373,1330.6157
1375,690.3864
1381,1582.356
1384,3634.1814
1385,3915.086
1388,5425.749
1401,4962.5405
1402,2140.4773
1404,1377.0973
1406,1360.3756
1409,1060.3177
1422,1332.0732
1429,3075.355
1433,5028.8584
1438,938.40314
1444,1140.8951
1446,1138.289
1450,1098.1497
1451,769.38556
1454,1672.4713
1458,2187.8806
1461,2913.6235
1464,5230.7666
1465,1007.44727
1478,1785.1351
1479,1577.0936
1480,2579.6294
1484,2081.425
1486,912.0987
1488,812.532
1489,3264.5574
1491,975.0044
1507,2010.6946
1515,1793.6958
1519,2479.242
1528,1797.8986
1529,943.84753
1530,2854.0786
1532,1054.4061
1541,1549.202
1542,3366.9458
1547,1387.9324
1549,1042.1234
1553,2316.131
1554,2475.4053
1555,1255.2133
1559,1465.2493
1565,1411.6929
1568,1049.3333
1576,3496.9253
1579,887.96246
1592,946.07117
1596,2766.289
1605,920.122
1607,1463.6738
1612,1966.4287
1617,2659.5986
1619,2244.5383
1620,7266.8833
1624,2132.8179
1627,1293.269
1633,1712.9347
1636,1222.6077
1639,1091.8496
1640,3757.6365
1644,1047.0211
1646,1437.8196
1647,2397.5994
1654,1290.5898
1655,2948.5168
1664,5511.292
1665,2022.5
1667,5062.4307
1669,1129.1244
1678,1884.434
1682,1920.098
1689,1032.8629
1690,2456.3125
1693,4936.73
1695,810.2365
1705,2150.6992
1706,2190.0623
1708,1809.2421
1716,1918.447
1720,8015.9546
1722,1572.4148
1749,3902.2517
1750,1819.941
1751,5736.037
1760,2578.3345
1763,4501.769
1770,1524.0149
1777,1929.3171
1785,4723.121
1791,1129.6925
1794,3629.606
1800,1224.4471
1816,1252.6733
1817,1145.751
1821,2867.9214
1836,1256.7938
1838,1616.897
1851,1917.1467
1852,2951.4736
1854,2307.4822
1856,809.95026
1865,749.52673
1872,1028.8822
1878,764.5916
1880,960.5917
1881,1200.154
1882,1757.7559
1886,832.5847
1892,1516.4108
1894,1959.5377
1898,2208.533
1899,2742.7205
1902,1153.1195
1903,4223.6196
1906,1085.2498
1910,2424.3154
1911,1712.5354
1914,3285.5618
1929,3244.377
1932,1371.5349
1952,928.02515
1959,1229.1809
1960,1422.3661
1976,3487.2007
1980,2736.0312
1981,1645.4872
1987,2019.5847
1994,1425.0632
2000,741.41504
2008,2339.4895
2011,2355.7424
2012,4824.3716
2019,1646.1228
2022,3220.1885
2024,6417.9697
2028,884.4268
2030,3945.1865
2031,7116.997
2047,1664.774
2049,604.9738
2050,1437.8402
2051,4068.988
2056,1597.1241
2057,1044.1454
2059,2232.295
2069,3636.0952
2085,1946.0935
2089,915.9424
2090,1416.4918
2101,2300.9722
2114,2148.8816
2115,1241.1097
2118,1185.6533
2119,2222.0486
2125,1496.7585
2128,3375.25
2129,1503.9005
2132,1827.0771
2133,2191.3074
2135,781.7155
2136,1611.2593
2143,1196.3904
2144,1073.4498
2145,2500.0945
2152,1996.2758
2160,2857.8455
2166,1518.9639
2169,1068.2782
2170,1622.0238
2172,1577.7961
2181,1757.7264
2183,1614.3647
2185,2426.816
2188,2226.7751
2189,2292.419
2194,4658.1025
2202,1317.6847
2208,2596.3162
2227,1745.8925
2230,5612.05
2235,2275.2473
2236,1537.5397
2244,7456.2236
2248,1449.9757
2252,1370.7411
2254,1612.9858
2260,4472.887
2263,1761.2225
2274,1389.1149
2277,965.6715
2279,5835.4917
2280,11423.715
2283,2578.0234
2284,751.74164
2288,3503.528
2292,1768.4387
2295,4626.43
2296,1098.8342
2299,2389.5903
2315,4667.5474
2318,1390.5364
2329,9932.443
2337,1283.8572
2340,1005.90643
2342,1561.9341
2347,2492.5442
2349,4448.1426
2354,1248.8003
2361,2290.641
2370,1485.6908
2378,3397.4656
2382,3675.8
2387,1290.9702
2389,1949.3999
2394,1298.2924
2396,1893.3652
2400,2347.859
2407,2608.8726
2414,1055.1605
2415,1808.2528
2421,1967.9136
2427,1628.943
2428,2170.7405
2430,2528.5615
2435,2245.1914
2445,5023.188
2446,1564.3662
2447,1294.7283
2449,1686.1208
2451,1687.8029
2458,12739.348
2462,9960.54
2463,2499.0527
2467,2179.087
2471,5725.096
2475,2990.3743
2478,2849.6562
2483,4005.1975
2485,1013.64746
2487,1075.8445
2494,700.79816
2497,1616.6187
2499,1359.8645
2503,1594.2952
2513,2936.8943
2515,1824.3705
2522,1464.6094
2523,1273.6827
2528,2698.636
2532,5017.993
2536,1088.139
2538,1520.7793
2539,946.5305
2540,2351.1404
2545,5165.0806
2548,1038.2704
2549,895.30414
2553,2133.1912
2563,1499.644
2566,2011.8214
2574,1418.64
2575,2340.083
2584,2508.7227
2588,2326.687
2589,914.51135
2592,1636.7415
2596,1377.7639
2598,1504.8654
2602,864.7539
2603,1401.5521
2607,2196.3108
2609,1474.7147
2611,5219.5044
2627,1462.1183
2628,1804.6729
2630,3013.966
2633,2008.8671
2636,5642.4946
2640,978.6319
2641,1163.5775
2657,4586.489
2659,919.522
2662,1017.97
2663,1680.4677
2667,2011.6277
2670,911.5604
2682,2108.7942
2694,2800.9773
2699,5168.8696
2700,2881.8245
2703,4929.687
2708,1991.7384
2714,867.9162
2725,570.90607
2726,1084.133
2727,1220.6218
2732,1995.7208
2733,5709.148
2736,4925.4297
2745,2220.9172
2760,1168.2609
2764,1836.9135
2765,6144.317
2766,623.8909
2775,1931.0548
2783,1563.9172
2784,1040.8804
2786,2179.1536
2801,1278.0679
2803,1698.2225
2813,5259.097
2815,6710.5596
2816,1627.2692
2818,3161.3667
2819,2235.7292
2822,1281.6332
2825,1621.2513
2826,1315.0527
2830,1608.1744
2834,1315.0258
2835,5263.985
2856,2395.2065
2873,5653.682
2886,4739.0254
2892,2453.6235
2896,896.105
2897,1048.725
2899,2104.6643
2901,1005.3137
2909,5244.0674
2914,2925.521
2915,1139.5244
2916,2364.7507
2919,811.3047
2926,2259.3162
2927,1885.3984
2933,1474.5214
2934,3073.0857
2941,1646.6104
2942,1612.709
2946,2241.9626
2949,1495.0024
2952,1659.3936
2957,9290.16
2962,1796.9498
2963,915.3573
2965,1799.7264
2966,6295.972
2971,2259.7578
2975,691.1331
2979,987.4354
2985,8783.249
2995,2327.2583
2996,1243.4762
3001,3411.1467
3007,2122.8096
3008,901.0397
3014,3161.5957
3017,10471.449
3021,1267.5052
3025,2351.3364
3026,894.5207
3034,2400.458
3035,2502.0337
3044,2746.7175
3046,2940.644
3047,5521.009
3057,3295.2014
3059,5501.1157
3063,3929.817
3065,1257.4191
3067,2312.7651
3069,1405.858
3076,3268.9812
3086,1121.0482
3088,2063.5361
3090,1679.086
3096,2641.165
3100,1068.7328
3102,1895.7024
3103,1984.0983
3107,1022.2408
3118,993.49866
3120,4118.197
3123,1882.0562
3128,1081.7009
3132,1599.846
3140,1437.6351
3152,2478.28
3165,2394.2861
3183,1441.6298
3190,988.8122
3197,1649.8123
3201,1243.6001
3203,1624.9198
3214,2326.5671
3219,2006.5693
3220,1292.252
3221,3630.0942
3229,1571.7888
3234,1117.7883
3235,3162.0964
3240,1685.9713
3241,1374.3545
3249,1927.2988
3254,870.62244
3264,3547.8093
3266,1858.0099
3270,867.9762
3282,1741.8785
3285,1532.6149
3289,1253.8368
3291,1475.867
3295,1879.0073
3299,811.98975
3302,1325.9913
3303,5755.3086
3308,3190.6619
3309,3594.7925
3324,2114.0586
3327,4424.948
3330,3729.3901
3335,1153.4038
3339,1861.3291
3340,2436.5896
3343,1356.6378
3350,2798.8877
3353,1586.6716
3356,8091.408
3361,3030.1428
3368,946.05945
3376,1467.6176
3381,1064.7037
3383,2501.021
3397,2677.4346
3403,2158.4116
3405,1706.9792
3410,1246.9979
3412,2244.9902
3416,2657.7732
3417,1503.7227
3423,2629.6365
3427,5756.2417
3435,3239.035
3439,1132.1348
3441,2151.9465
3450,1461.7794
3453,971.40564
3454,1148.6635
3458,8527.806
3459,1574.7085
3467,3247.6028
3469,4799.1514
3477,959.7794
3478,7989.6694
3482,895.2836
3484,4867.9536
3506,2147.9658
3515,5866.3486
3522,3012.285
3523,1467.9332
3526,1157.5024
3532,1286.7095
3534,1776.4678
3537,1141.1122
3539,988.2512
3542,4636.62
3545,1331.8561
3552,1544.8077
3554,1224.317
3573,1807.2279
3576,1133.4857
3577,2666.4304
3580,1391.6256
